,text,accept,bug_fix,feature_addition,performance_improvement
1205,    add missing header files ,['feature_addition'],0,1,0
1206,    v4l/dvb (9516): cx18: move dvb buffer transfer handling from irq handler to work_queue          cx18: move dvb buffer transfer handling from irq handler to work_queue thread.     in order to properly lock the epu2cpu mailbox for driver to cx23418 commands      the dvb/ts buffer handling needs to be moved from the irq handler and irq     context to a work queue.  this work_queue,['performance_improvement'],0,0,1
1207,    iwlwifi: mvm: change beacon filtering command          change beacon filtering command due to a change in the api.          in case the fw supports the old api  we do not send the     bf hcmd and assume that since the corresponding struct in     the fw is zeroed by default then we don't need to disable     it in the fw actively.          signed-off-by: hila gonen <hila.gonen@in,['feature_addition'],0,1,0
1208,    bufio:             * avoid large copies             * newbufread  newbufwrite never fail             * add bufreadwrite          io:             * add io.close          http  google/net/rpc:             * add  use http.conn.hijack          r=r     delta=416  (202 added  123 deleted  91 changed)     ocl=24153     cl=24238 ,"['feature_addition', 'performance_improvement']",0,1,1
1209,    [mips] fix rm9000 wait instruction detection.          only revisions < 4.0 don't have a functional wait instruction.          from thomas koeller (thomas.koeller@baslerweb.com).          signed-off-by: ralf baechle <ralf@linux-mips.org> ,['bug_fix'],1,0,0
1210,    allow modifying log levels of individual play classes and packages instead of having an all or nothing approach where to change a log level for one class means you must change it for all classes ,['feature_addition'],0,1,0
1211,    reorganize source code in preparation to move into aspnet/aspnetcore     prior to reorganization  this source code was found in https://github.com/aspnet/signalr/tree/d0bcdf3dd92afba858fca2871535faf4594c81de ,['performance_improvement'],0,0,1
1212,    update ace editor to latest  fix regression where syntax highlighting was missing ,['feature_addition'],0,1,0
1213,    arm64: compat: vdso: use legacy syscalls as fallback          the generic vdso implementation uses the y2038 safe clock_gettime64() and     clock_getres_time64() syscalls as fallback for 32bit vdso. this breaks     seccomp setups because these syscalls might be not (yet) allowed.          implement the 32bit variants which use the legacy syscalls and select the     variant in t,['performance_improvement'],0,0,1
1214,    x86/fpu: use validate_xstate_header() to validate the xstate_header in xstateregs_set()          tighten the checks in xstateregs_set().          signed-off-by: eric biggers <ebiggers@google.com>     cc: andrew morton <akpm@linux-foundation.org>     cc: andy lutomirski <luto@amacapital.net>     cc: andy lutomirski <luto@kernel.org>     cc: borislav petkov <bp@alien8.de>     cc:,['performance_improvement'],0,0,1
1215,    separate ui/site dependencies ,['performance_improvement'],0,0,1
1216,"    mm: treewide: remove gfp_temporary allocation flag          gfp_temporary was introduced by commit e12ba74d8ff3 (""group short-lived     and reclaimable kernel allocations"") along with __gfp_reclaimable.  it's     primary motivation was to allow users to tell that an allocation is     short lived and so the allocator can try to place such allocations close     together and preve",['performance_improvement'],0,0,1
1217,    use consistent javadoc style for annotation links          closes gh-13920 ,['performance_improvement'],0,0,1
1218,    [spark 6096][mllib] add naive bayes load save methods in python          see [spark-6096](https://issues.apache.org/jira/browse/spark-6096).          author: xusen yin <yinxusen@gmail.com>          closes #5090 from yinxusen/spark-6096 and squashes the following commits:          bd0fea5 [xusen yin] fix style problem  etc.     3fd41f2 [xusen yin] use hanging indent in python st,['bug_fix'],1,0,0
1219,    closes si-6358. move accessor generation for lazy vals to typers.          until now lazy accessors were handled somehow special because their symbol was created in typers but the corresponding tree was only added in refchecks. this irregularity caused serious problems for value classes. also it now looks just better when lazy value is treated in a similar way as other fields. ,['performance_improvement'],0,0,1
1220,    octeontx2-pf: initialize and config queues          this patch does the initialization of all queues ie the     receive buffer pools  receive and transmit queues  completion     or notification queues etc. allocates all required resources     (eg transmit schedulers  receive buffers etc) and configures     them for proper functioning of queues. also sets up receive     queue's ,"['performance_improvement', 'feature_addition']",0,1,1
1221,    add `environment` tab to sparkui.          this adds a tab which displays system property and classpath information. this     can be useful in debugging various types of issues such as:          1. extra/incorrect hadoop jars being included in the classpath     2. spark launching with a different jre version than intended     3. spark system properties not being set to intended,['feature_addition'],0,1,0
1222,    perf session: move threads to struct machine          the 'machine' abstraction was introduced with 'perf kvm' where we could     have samples for the host and multiple guests  but at the time we ended     up keeping the list of all machines threads all in     session->host_machine.          move the threads rb_tree to struct machine to separate the namespaces.          cc: dav,['performance_improvement'],0,0,1
1223,    move x-pack-core to core package (elastic/x-pack-elasticsearch#3678)          this commit moves the source file in x-pack-core to a org.elasticsearch.xpack.core package. this is to prevent issues where we have compile-time success reaching through packages that will cross module boundaries at runtime (due to being in different classloaders). by moving these to a separate packag,['performance_improvement'],0,0,1
1224,    feature: delegate all open discussions to issue          when a merge request can only be merged when all discussions are     resolved. this feature allows to easily delegate those discussions to a     new issue  while marking them as resolved in the merge request.          the user is presented with a new issue  prepared with mentions of all     unresolved discussions  includi,"['feature_addition', 'performance_improvement']",0,1,1
1225,"    - switch ""&x""  ""++x"" and ""x+=1"" onto the new style mutability diagnostics        which tell you what the problem is  not just that you have one.     - enhance diagnostics to be more specific about function calls producing       rvalues.                    swift svn r28939 ",['performance_improvement'],0,0,1
1226,    hlrc: implement get-user-privileges api (#36292)          this adds the _security/user/_privileges api to the high     level rest client.          this also makes some changes to the java model for the role apis     in order to better accommodate the getprivileges api ,['feature_addition'],0,1,0
1227,    removed country-specific localflavor tests.     they now live in separate django-contrib-xx packages. ,['performance_improvement'],0,0,1
1228,    removing most of the symbol to proc usage in active record          this will hopefully make active record run a bit more faster. ,['performance_improvement'],0,0,1
1229,    sql: remove instanceof checks for field retrieval (elastic/x-pack-elasticsearch#3402)          * sql: remove instanceof checks for field retrieval          this removes the `instanceof` checks iterating through the columns determining     what fields need to be retrieved from the es document. it adds an interface     `fieldextraction` that collects the fields needed in a builde,"['performance_improvement', 'feature_addition']",0,1,1
1230,    module: replace default paths in require.resolve()          prior to this commit  the default search paths would be included     in the require.resolve() process  even if user specified paths     were provided. this commit causes the default paths to be     omitted by using a fake parent module.          refs: https://github.com/nodejs/node/issues/5963     pr-url: https://githu,['performance_improvement'],0,0,1
1231,    introduce value witness markers into the generic set of requirements.          value witness markers note the location within a generic function     type's list of requirements where the value witness table will be     placed when calling a generic function with that type. it allows one     to get the same effect from walking the requirements of a generic     function that one ,['feature_addition'],0,1,0
1232,    next generation of macros          implements sip 16: self-cleaning macros: http://bit.ly/wjjxtz          features:     * macro defs     * reification     * type tags     * manifests aliased to type tags     * extended reflection api     * several hundred tests     * 1111 changed files          not yet implemented:     * reification of refined types     * expr.value splicing   ,"['feature_addition', 'performance_improvement']",0,1,1
1233,"    spi: prefix modalias with ""spi:""          this makes it consistent with other buses (platform  i2c  vio  ...).  i'm     not sure why we use the prefixes  but there must be a reason.          this was easy enough to do it  and i did it.          signed-off-by: anton vorontsov <avorontsov@ru.mvista.com>     cc: david brownell <dbrownell@users.sourceforge.net>     cc: david woodho",['performance_improvement'],0,0,1
1234,    removed useless zval_ptr_dtor() ,['performance_improvement'],0,0,1
1235,    refactor of issue boards to work with vue2 ,['performance_improvement'],0,0,1
1236,    x86: move prefill_possible_map calling early          call it right after we are done with madt/mptable handling  instead of     doing that in setup_per_cpu_areas() later on...          this way for_possible_cpu() can be used early.          signed-off-by: yinghai lu <yhlu.kernel@gmail.com>     signed-off-by: ingo molnar <mingo@elte.hu> ,['performance_improvement'],0,0,1
1237,"    whitespace: add tab-in-indent error class          some projects and languages use coding style where no tab character is used to     indent the lines.          this only adds support and documentation for ""apply --whitespace=warn"" and     ""diff --check""; later patches add ""apply --whitespace=fix"" and tests.          signed-off-by: chris webb <chris@arachsys.com>     signed-off",['feature_addition'],0,1,0
1238,    use the pagination helper in the api ,['performance_improvement'],0,0,1
1239,    getenv: almost no one wants the error  so make it return a string that may be empty.     getenverror is the new name for the old routine that returns an error too.          r=rsc     delta=35  (7 added  7 deleted  21 changed)     ocl=30818     cl=30821 ,['performance_improvement'],0,0,1
1240,    3.x: have `internal.operator.observable` unit tests extends `rxjavatest` - 6 (#6607)          this commit updates the unit tests for `internal.operator.observable`          related: #6583 ,['performance_improvement'],0,0,1
1241,"    revert ""ata: ahci-platform: add reset control support""          this reverts commit f0f56716fc3e5d547fd7811eb218a30ed0695605.          according to thierry's view      https://www.spinics.net/lists/linux-ide/msg55357.html     some hardware-specific drivers already use their own resets      and the common reset might make a path to occur double controls of resets.          for n",['feature_addition'],0,1,0
1242,    down integrate to github (#6414)          * down integrate to github          * fix broken tests ,['bug_fix'],1,0,0
1243,    - fixed #52660 (custom process title for fpm) ,['bug_fix'],1,0,0
1244,    sparse irq_desc[] array: core kernel and x86 changes          impact: new feature          problem on distro kernels: irq_desc[nr_irqs] takes megabytes of ram with     nr_cpus set to large values. the goal is to be able to scale up to much     larger nr_irqs value without impacting the (important) common case.          to solve this  we generalize irq_desc[nr_irqs] to an (optio,"['feature_addition', 'performance_improvement']",0,1,1
1245,    refactoring(query editors): broke out metric segment ,['performance_improvement'],0,0,1
1246,    feat(core): add `begin` and `end` renderer methods to track change detection ,['feature_addition'],0,1,0
1247,    fixed #1935 -- initial sql data now works in sqlite if there are multiple statements. thanks  jpellerin@gmail.com          git-svn-id: http://code.djangoproject.com/svn/django/trunk@2985 bcc190cf-cafb-0310-a4f2-bffc1f526a37 ,['bug_fix'],1,0,0
1248,    mfd: max8998: add support for device tree          this patch adds device tree support to max8998 driver.          signed-off-by: tomasz figa <t.figa@samsung.com>     acked-by: mark brown <broonie@linaro.org>     signed-off-by: samuel ortiz <sameo@linux.intel.com> ,['feature_addition'],0,1,0
1249,"    twl4030_charger: add software controlled linear charging mode.          add a 'continuous' option for usb charging which enables     the ""linear"" charging mode of the twl4030.          linear charging does a good job with not-so-reliable power sources.     auto mode does not work well as it switches off when voltage drops     momentarily.  care must be taken not to over-charge.",['feature_addition'],0,1,0
1250,    drm/i915: rename global i915 to i915_modparams          our global struct with params is named exactly the same way     as new preferred name for the drm_i915_private function parameter.     to avoid such name reuse lets use different name for the global.          v5: pure rename     v6: fix          credits-to: coccinelle          @@     identifier n;     @@     (     -       ,"['bug_fix', 'performance_improvement']",1,0,1
1251,    fixed e221 pep8 warnings. ,['performance_improvement'],0,0,1
1252,    finagle-mux: propagates `ignorable` status over the network          problem          when a backuprequestfilter raises on a dispatch that has already been sent over     the wire  mux sends a tdiscarded message so that the remote peer knows that the     work is no longer needed.  when the server receives the message  it interrupts     the dispatch on its end.  however  it loses,['performance_improvement'],0,0,1
1253,    polish          closes gh-9827 ,['performance_improvement'],0,0,1
1254,    locking/barriers: convert users of lockless_dereference() to read_once()          read_once() now has an implicit smp_read_barrier_depends() call  so it     can be used instead of lockless_dereference() without any change in     semantics.          signed-off-by: will deacon <will.deacon@arm.com>     cc: linus torvalds <torvalds@linux-foundation.org>     cc: paul e. mckenney <p,['performance_improvement'],0,0,1
1255,    revert support for isolates.          it was decided that the performance benefits that isolates offer (faster spin-up     times for worker processes  faster inter-worker communication  possibly a lower     memory footprint) are not actual bottlenecks for most people and do not outweigh     the potential stability issues and intrusive changes to the code base that     first-cla,['performance_improvement'],0,0,1
1256,    track signup modal panel nav button clicks          don't track them on mixpanel          add tracking for other paths          don't log errors  don't dupe legacy event ,['feature_addition'],0,1,0
1257,    siloptimizer: fix potential crashes with uses of replaceloadsequence()          this utility is generally a horrible idea but even worse the     callers were not doing anything to ensure the required     invariants actually held.          add a new canreplaceloadsequence() method and chek it in the     right places. ,['bug_fix'],1,0,0
1258,    added image button as option for accessibility role          summary:     because we're now separating accessibilitytraits into accessibilityrole and accessibilitystate  we're going to only allow one role to be set  and allow one preset combinations of roles that make sense.          this diff adds image button as a role.          reviewed by: petetheheat          differential ,['feature_addition'],0,1,0
1259,"    mlx5: fix incorrect wc pkey_index assignment for gsi messages          since patch series ""demux ib cm requests in the rdma_cm module"" the     p_key index is taken from the work completion rather than the message     itself.          the hca provides us with the message p_key. in order to provide the     p_key index  we need to look it up. given that this is relevant only     f",['bug_fix'],1,0,0
1260,    kvm: mmu: use cmpxchg for pte updates on walk_addr()          in preparation for multi-threaded guest pte walking  use cmpxchg()     when updating guest pte's. this guarantees that the assignment of the     dirty bit can't be lost if two cpu's are faulting the same address     simultaneously.          [avi: fix kunmap_atomic() parameters]          signed-off-by: marcelo tosatti,['bug_fix'],1,0,0
1261,    rename private methods to follow async naming convention ,['performance_improvement'],0,0,1
1262,    [relnotes] allow symbolic tensors to be fed to models (with tf backend) (#10087)          * allow symbolic tensors to be fed to models (with tf backend)          * skip tensor feeding tests when tf>=1.8 not available. ,['feature_addition'],0,1,0
1263,    events: simplify removealllisteners logic          unnecessary checks were being performed on if the event existed before     being removed.          _events starts out as null  so reset to null when emptied.          checking typeof is a lot cheaper than isarray(). ,['performance_improvement'],0,0,1
1264,    remove dead code related to error constants ,['performance_improvement'],0,0,1
1265,    arm: shmobile: r8a7778: add sdhi clock support for dt          signed-off-by: kuninori morimoto <kuninori.morimoto.gx@renesas.com>     signed-off-by: simon horman <horms+renesas@verge.net.au> ,['feature_addition'],0,1,0
1266,    add restore function to v1 savedmodels loaded using load_v2  which restores other name-based checkpoints to the loaded savedmodel object.          piperorigin-revid: 286688840     change-id: i88049e98de254795193366f094a67ffba41c6ba8 ,['feature_addition'],0,1,0
1267,    propagate errors in executors to uncaught exception handler (#36137)          this is a continuation of #28667 and has as goal to convert all executors to propagate errors to the     uncaught exception handler. notable missing ones were the direct executor and the scheduler. this     commit also makes it the property of the executor  not the runnable  to ensure this property. a,['feature_addition'],0,1,0
1268,    x86  apicv: add virtual x2apic support          basically to benefit from apicv  we need to enable virtualized x2apic mode.     currently  we only enable it when guest is really using x2apic.          also  clear msr bitmap for corresponding x2apic msrs when guest enabled x2apic:     0x800 - 0x8ff: no read intercept for apicv register virtualization                     except a,['feature_addition'],0,1,0
1269,    silgen: support vtable thunks for 'modify' accessors          when checking if a vtable override is abi compatible with the     base class method  make sure to check yields too.          also  add support for coroutines to vtable thunks  using code     that i've copy and pasted and tweaked from witness thunks.          (it would be nice to combine witness thunks and vtable thun,"['feature_addition', 'performance_improvement']",0,1,1
1270,    ipv6: implement dataplane support for rthdr type 4 (segment routing header)          implement minimal support for processing of sr-enabled packets     as described in     https://tools.ietf.org/html/draft-ietf-6man-segment-routing-header-02.          this patch implements the following operations:     - intermediate segment endpoint: incrementation of active segment and rerout,['feature_addition'],0,1,0
1271,"    refactored the way play access config          * introduced playconfig helper which is more suited to idiomatic use of     typesafe config     * migrated a number of config options from old paths to new paths     * removed ""modules"" from configuration keys     * moved more settings to reference.conf     * introduced idiom of using ""null"" rather than blank or no setting for     ","['feature_addition', 'performance_improvement']",0,1,1
1272,    addressing some assignment issues. ,['bug_fix'],1,0,0
1273,    :lipstick: introduce type for single folder case ,['feature_addition'],0,1,0
1274,    did some refactoring. ,['performance_improvement'],0,0,1
1275,    add support for manually defined deepcopy methods          in bringing back clayton's pr piece-by-piece this was almost as easy to     implement as his version  and is much more like what i think we should be     doing.          specifically  any time which defines a .deepcopy() method will have that method     called preferentially.  otherwise we generate our own functions for,['feature_addition'],0,1,0
1276,    drm/i915/gvt: replace the gvt_err with gvt_vgpu_err          gvt_err should be used only for the very few critical error message     during host i915 drvier initialization. this patch     1. removes the redundant gvt_err;     2. creates a new gvt_vgpu_err to show errors caused by vgpu;     3. replaces the most gvt_err with gvt_vgpu_err;     4. leaves very few gvt_err for dumpin,"['feature_addition', 'performance_improvement']",0,1,1
1277,    sh: introduce struct clk_div4_table          this patch introduces struct clk_div4_table. the structure     will be used to keep div4 specific data  and is with this     patch replacing the struct clk_div_mult_table pointer arg     used by the sh_clk_div4_register() functions.          signed-off-by: magnus damm <damm@opensource.se>     signed-off-by: paul mundt <lethal@linux-s,['feature_addition'],0,1,0
1278,    [type checker] eliminate most uses of partialgenerictypetoarchetyperesolver.          partialgenerictypetoarchetyperesolver is (eventually) going     away. isolate it's use to those places where we still rely on its odd     behavior. ,['performance_improvement'],0,0,1
1279,    fix folding ,['bug_fix'],1,0,0
1280,    fix #2042 ,['bug_fix'],1,0,0
1281,    e1000e: cleanup - update gpl header and copyright          this patch is to update the gpl header by removing the portion that     refers to the free software foundation address.          change the copyright date for 2014.          reformat the header comments to conform to kernel networking coding norms          signed-off-by: dave ertman <davidx.m.ertman@intel.com>     teste,['performance_improvement'],0,0,1
1282,    [powerpc] cell: abstract spu management routines          this adds a platform specific spu management abstraction and the coresponding     routines to support the ibm cell blade.  it also removes the hypervisor only     resources that were included in struct spu.          three new platform specific routines are introduced  spu_enumerate_spus()      spu_create_spu() and spu_de,['feature_addition'],0,1,0
1283,    alsa: print function symbol in the error messages          use the new %pf for error messages in snd_device_*() functions     to give more understandable results.          signed-off-by: takashi iwai <tiwai@suse.de> ,['performance_improvement'],0,0,1
1284,    [spark-14011][core][sql] enable `linelength` java checkstyle rule          ## what changes were proposed in this pull request?          [spark coding style guide](https://cwiki.apache.org/confluence/display/spark/spark+code+style+guide) has 100-character limit on lines  but it's disabled for java since 11/09/15. this pr enables **linelength** checkstyle again. to help that  thi,"['performance_improvement', 'feature_addition']",0,1,1
1285,    nfc: introduce new valueptr/valueref typedefs to simplify the transition to value being value-typed.          this is an initial step to refactoring the representation of opresult as proposed in: https://groups.google.com/a/tensorflow.org/g/mlir/c/xxzzkhqqf_0/m/v6bkb08wcgaj          this change will make it much simpler to incrementally transition all of the existing code to us,"['feature_addition', 'performance_improvement']",0,1,1
1286,    fixed swift interop issue that prevented returning a nil nsurl for a download task          fix for #3104 and #3043 ,['bug_fix'],1,0,0
1287,    runtime/internal/sys: use standard generated code header          this change implements the convention for generated code header agreed upon in https://golang.org/s/generatedcode.     additionally run go generate.     also update some comments.          updates #13560          change-id: if45f91b93aaa0d43280c2c4630823bc4d2dc7d3a     reviewed-on: https://go-review.googlesource.,['performance_improvement'],0,0,1
1288,    dump_stack: implement arch-specific hardware description in task dumps          x86 and ia64 can acquire extra hardware identification information     from dmi and print it along with task dumps; however  the usage isn't     consistent.          * x86 show_regs() collects vendor  product and board strings and print       them out with pid  comm and utsname.  some of the informa,['performance_improvement'],0,0,1
1289,    test: remove unused catch bindings          pr-url: https://github.com/nodejs/node/pull/24079     reviewed-by: sam roberts <vieuxtech@gmail.com>     reviewed-by: wyatt preul <wpreul@gmail.com> ,['performance_improvement'],0,0,1
1290,    [tf.data] refactoring of performance modeling implementation and adding performance modeling for all core and experimental tf.data kernels.          piperorigin-revid: 219406929 ,"['feature_addition', 'performance_improvement']",0,1,1
1291,    apply the default operator on analyzed wildcard in query_string builder:      * tokens in the same position are grouped into a synonymquery..      * the default operator is applied on tokens in different positions.      * the wildcard is applied to the terms in the last position only.     fixes #2183 ,['bug_fix'],1,0,0
1292,    gettokenatposition: default includejsdoccomment to true (#25015)          * gettokenatposition: default includejsdoccomment to true          * update api (#24966)          * flip meaning of parameter          * update api (#24966)          * remove all `ignorejsdoccomment` uses (fixes #25162) ,['bug_fix'],1,0,0
1293,    dbg: added getbridgebp function ,['feature_addition'],0,1,0
1294,    deprecated &f  .f  requires.          added existential types. ,['feature_addition'],0,1,0
1295,    [clangimporter] map u_int*_t [sic] to uint*.          these types come from <sys/types.h> indirectly and show up in a few     interesting functions like arc4random_uniform.          this commit also introduces a new test file for mapping fixed-sized integers      to eliminate boilerplate as we continue to rack up aliases for uint*.          <rdar://problem/16978349>          sw,"['bug_fix', 'performance_improvement', 'feature_addition']",1,1,1
1296,    i2c: convert most new-style drivers to use module aliasing          based on earlier work by jon smirl and jochen friedrich.          update most new-style i2c drivers to use standard module aliasing     instead of the old driver_name/type driver matching scheme. i've     left the video drivers apart (except for soc camera drivers) as     they're a bit more diffcult to deal wit,['performance_improvement'],0,0,1
1297,    runtime improvements to triangular solve.          piperorigin-revid: 204804841 ,['performance_improvement'],0,0,1
1298,    mac80211: don't store napi struct          when introducing multiple rx queues  a single napi struct will not     be sufficient. instead of trying to store multiple  simply change     the api to have the napi struct passed to the rx function. this of     course means that drivers using rx_irqsafe() cannot use napi  but     that seems a reasonable trade-off  particularly since o,['performance_improvement'],0,0,1
1299,    got repeatables working flawlessly and improved the achievement popup by a great deal ,['performance_improvement'],0,0,1
1300,    perf evsel: rename perf_evsel__init() to evsel__init()          rename perf_evsel__init() to evsel__init()  so we don't have a name     clash when we add perf_evsel__init() in libperf.          signed-off-by: jiri olsa <jolsa@kernel.org>     cc: alexander shishkin <alexander.shishkin@linux.intel.com>     cc: alexey budankov <alexey.budankov@linux.intel.com>     cc: andi kleen <,"['performance_improvement', 'feature_addition']",0,1,1
1301,    added a visitor for set objects ,['feature_addition'],0,1,0
1302,    [scsi] libfc: cleanup libfc_function_template comments          made the comments more like the comments for struct scsi_host_template.          signed-off-by: robert love <robert.w.love@intel.com>     signed-off-by: james bottomley <james.bottomley@hansenpartnership.com> ,['performance_improvement'],0,0,1
1303,    perf callchain: reference count maps          if dso__load_kcore frees all of the existing maps  but one has already     been attached to a callchain cursor node  then we can get a sigsegv in     any function that happens to try to use this invalid cursor.  use the     existing map refcount mechanism to forestall cleanup of a map until the     cursor iterates past the node.    ,['performance_improvement'],0,0,1
1304,    fix(core): allow to query content of templates that are stamped out at a different place          previously  if a `templateref` was created in a `viewcontainerref`     at a different place  the content was not query able at all.          with this change  the content of the template can be queried     as if it was stamped out at the declaration place of the template.          ,['bug_fix'],1,0,0
1305,    refactor: remove some facades (#12335) ,['performance_improvement'],0,0,1
1306,    sched/fair: spread out tasks evenly when not overloaded          when there is only one cpu per group  using the idle cpus to evenly spread     tasks doesn't make sense and nr_running is a better metrics.          signed-off-by: vincent guittot <vincent.guittot@linaro.org>     cc: ben segall <bsegall@google.com>     cc: dietmar eggemann <dietmar.eggemann@arm.com>     cc: juri l,['performance_improvement'],0,0,1
1307,    pci/aer: add additional pcie aer error strings          add strings for all aer error bits defined in pcie r3.0.          [bhelgaas: changelog  drop designated initializer change]     signed-off-by: chen  gong <gong.chen@linux.intel.com>     signed-off-by: bjorn helgaas <bhelgaas@google.com> ,['feature_addition'],0,1,0
1308,"    common: fix golint errors          common/errors/errors.go:21:1: comment on exported var featurenotavailableerr should be of the form ""featurenotavailableerr ...""     common/errors/errors.go:23:5: error var featurenotavailableerr should have name of the form errfoo     common/maps/scratch.go:76:1: comment on exported method scratch.delete should be of the form ""delete ...""     ",['bug_fix'],1,0,0
1309,    (refs #279)fix redirect url generation. ,['bug_fix'],1,0,0
1310,    more work on unicode support in pcre. when ug(unicode) is on  all     strings passed to pcre have to be is_unicode or is_string in utf-8     encoding. failure to do so will result in unpredictable results. ,['bug_fix'],1,0,0
1311,    integrate healthcheck to all eshop services and apps     integrate webstatus with healthcheck ,['feature_addition'],0,1,0
1312,    staging: rtl8188eu: remove function _rtw_write32()          _rtw_write32() is a wrapper function  being used to call usb_write32().     call usb_write32() directly and drop _rtw_write32().          signed-off-by: navin patidar <navin.patidar@gmail.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,['performance_improvement'],0,0,1
1313,    cpufreq: governor: fix typos in comments           - 'governer' should be 'governor'.      - 's' is used for siemens (electrical conductance) in si units         so use small 's' for seconds.          signed-off-by: stratos karafotis <stratosk@semaphore.gr>     acked-by: viresh kumar <viresh.kumar@linaro.org>     signed-off-by: rafael j. wysocki <rafael.j.wysocki@intel.com> ,['performance_improvement'],0,0,1
1314,    fix pairing of awaiting users ,['bug_fix'],1,0,0
1315,    lib benchmark test: implement consistent braces          this change is in preparation for lint-enforced brace style.          pr-url: https://github.com/nodejs/node/pull/7630     reviewed-by: brian white <mscdex@mscdex.net>     reviewed-by: michaël zasso <mic.besace@gmail.com>     reviewed-by: ben noordhuis <info@bnoordhuis.nl>     reviewed-by: roman reiss <me@silverwind.io>  ,['performance_improvement'],0,0,1
1316,    staging: android: fix sizeof style issue          converts sizeof(type) to sizeof(variable) in android/ion/ion_cma_heap.c          signed-off-by: mateusz nowotyński <maxmati4@gmail.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,['bug_fix'],1,0,0
1317,    [securitybundle] added some cleanup ,['performance_improvement'],0,0,1
1318,    adds cross-repository blob pushing behavior          tracks source repository information for each blob in the blobsum     service  which is then used to attempt to mount blobs from another     repository when pushing instead of having to re-push blobs to the same     registry.          signed-off-by: brian bland <brian.bland@docker.com> ,['feature_addition'],0,1,0
1319,    updates from sat 14 mar          - unforked rkwebview | nick lockwood     - [reactnative] add integration test stuff | spencer ahrens     - [reactnative] alertios.alert and examples | eric vicenti     - [react-packager] implement image loading i.e. ix('img') -> require('image!img'); | amjad masad     - fixed scrolloffset bug | nick lockwood     - [react native] update 2048 | al,['bug_fix'],1,0,0
1320,    all: add /api/proxies api for statistics info ,['feature_addition'],0,1,0
1321,    revised emit for computed property names  including with decorators (#19430)          * revised emit for computed property names          * fix downlevel name generation scopes          * accept slightly more conservative baseline          * first feedback pass          * reduce number of nonrequired variable declarations and assignments          * remove side-effect-free ident,"['performance_improvement', 'bug_fix']",1,0,1
1322,    hot fix ,['bug_fix'],1,0,0
1323,    staging: wilc1000: remove unused string functions          the driver provides wrappers for a lot of string operations.     some of them are unused  while others should be replaced     with normal kernel functions.          this replaces the unused ones for now  and leaves the other     ones for a later cleanup.          signed-off-by: arnd bergmann <arnd@arndb.de>     signed-o,['performance_improvement'],0,0,1
1324,    refactoring the collections api to support diff...          refactoring the collections api to support differentiation between     referring to a sequential collection and a parallel collection  and to     support referring to both types of collections.          new set of traits gen* are now superclasses of both their * and par* subclasses. for example  geniterable is a superc,['performance_improvement'],0,0,1
1325,    feature: new site setting show_inactive_accounts ,['feature_addition'],0,1,0
1326,    refs #28066 -- fixed nondeterministic ordering test failure in sessions_tests.          thanks tim graham for the review. ,['bug_fix'],1,0,0
1327,    added api testing group ,['feature_addition'],0,1,0
1328,    reorganize source code in preparation to move into aspnet/aspnetcore     prior to reorganization  this source code was found in https://github.com/aspnet/razor/tree/582f3f867eeb8fca00e6b328faf7665c9a98476c ,['performance_improvement'],0,0,1
1329,    don't change filelist when beforeupload returns false (#8299)          close #8036 ,['bug_fix'],1,0,0
1330,    acpica: audit/update for acpica return macros and debug depth counter          1) ensure that all functions that use the various trace macros        also use the appropriate acpica return macros.     2) ensure that all normal return statements surround the return        expression (value) with parens.          signed-off-by: bob moore <robert.moore@intel.com>     signed-off-by:,['performance_improvement'],0,0,1
1331,"    [netfilter]: introduce nf_inet_ hook values          the ipv4 and ipv6 hook values are identical  yet some code tries to figure     out the ""correct"" value by looking at the address family. introduce nf_inet_*     values for both ipv4 and ipv6. the old values are kept in a #ifndef __kernel__     section for userspace compatibility.          signed-off-by: patrick mchardy <kaber","['performance_improvement', 'feature_addition']",0,1,1
1332,    acpi: delete unused c-state promotion/demotion data strucutures          these were used before cpuidle by the native acpi idle driver      which tracked promotion and demotion between states.          the code was referenced by config_acpi_procfs     for /proc/acpi/processor/*/power      but as we no longer do promotion/demotion  that     reference has been a nop since the tra,['performance_improvement'],0,0,1
1333,    block: fold cmd_type into the req_op_ space          instead of keeping two levels of indirection for requests types  fold it     all into the operations.  the little caveat here is that previously     cmd_type only applied to struct request  while the request and bio op     fields were set to plain req_op_read/write even for passthrough     operations.          instead this pa,['performance_improvement'],0,0,1
1334,    parisc/uapi: add definition of tioc[sg]rs485          commit: e676253b19b2d269cccf67fdb1592120a0cd0676 (serial/8250: add     support for rs485 ioctls)  adds support for rs485 ioctls for 825_core on     all the archs. unfortunaltely the definition of tiocsrs485 and     tiocgrs485 was missing on the ioctls.h file          signed-off-by: ricardo ribalda delgado <ricardo.ribalda@gm,"['feature_addition', 'bug_fix']",1,1,0
1335,    remove deprecated code paths that trigger a runtime notice ,"['performance_improvement', 'bug_fix']",1,0,1
1336,    import latest compiler crashers from practicalswift          68% are already fixed  including all those marked as beta 4 regressions.          swift svn r30914 ,['performance_improvement'],0,0,1
